STATISTIC,STATISTIC Label,TLIST(M1),Month,C02071V02502,Selected Base Reference Period,UNIT,VALUE
CPM02,Consumer Price Index,198412,1984 December,4,Base November 1968=100,Base = 100,708
CPM02,Consumer Price Index,198412,1984 December,5,Base November 1975=100,Base = 100,322.3
CPM02,Consumer Price Index,198412,1984 December,6,Base November 1982=100,Base = 100,117.7
CPM02,Consumer Price Index,198412,1984 December,7,Base November 1989=100,Base = 100,83.4
CPM02,Consumer Price Index,198412,1984 December,8,Base November 1996=100,Base = 100,70.7
CPM02,Consumer Price Index,198412,1984 December,9,Base December 2001=100,Base = 100,59.8
CPM02,Consumer Price Index,198412,1984 December,10,Base December 2006=100,Base = 100,50.7
CPM02,Consumer Price Index,198412,1984 December,11,Base December 2011=100,Base = 100,48.5
CPM02,Consumer Price Index,198412,1984 December,12,Base December 2016=100,Base = 100,48
CPM02,Consumer Price Index,198412,1984 December,13,Base December 2023=100,Base = 100,39.6
CPM02,Consumer Price Index,198501,1985 January,1,Base July 1914=100,Base = 100,4674.1
CPM02,Consumer Price Index,198501,1985 January,2,Base August 1947=100,Base = 100,1465.2
CPM02,Consumer Price Index,198501,1985 January,3,Base August 1953=100,Base = 100,1172.3
CPM02,Consumer Price Index,198501,1985 January,4,Base November 1968=100,Base = 100,720.5
CPM02,Consumer Price Index,198501,1985 January,5,Base November 1975=100,Base = 100,328.2
CPM02,Consumer Price Index,198501,1985 January,6,Base November 1982=100,Base = 100,119.9
CPM02,Consumer Price Index,198501,1985 January,7,Base November 1989=100,Base = 100,85
CPM02,Consumer Price Index,198501,1985 January,8,Base November 1996=100,Base = 100,72
CPM02,Consumer Price Index,198501,1985 January,9,Base December 2001=100,Base = 100,60.9
CPM02,Consumer Price Index,198501,1985 January,10,Base December 2006=100,Base = 100,51.6
CPM02,Consumer Price Index,198501,1985 January,11,Base December 2011=100,Base = 100,49.4
CPM02,Consumer Price Index,198501,1985 January,12,Base December 2016=100,Base = 100,48.8
CPM02,Consumer Price Index,198501,1985 January,13,Base December 2023=100,Base = 100,40.3
CPM02,Consumer Price Index,198502,1985 February,1,Base July 1914=100,Base = 100,4674.1
CPM02,Consumer Price Index,198502,1985 February,2,Base August 1947=100,Base = 100,1465.2
CPM02,Consumer Price Index,198502,1985 February,3,Base August 1953=100,Base = 100,1172.3
CPM02,Consumer Price Index,198502,1985 February,4,Base November 1968=100,Base = 100,720.5
CPM02,Consumer Price Index,198502,1985 February,5,Base November 1975=100,Base = 100,328.2
CPM02,Consumer Price Index,198502,1985 February,6,Base November 1982=100,Base = 100,119.9
CPM02,Consumer Price Index,198502,1985 February,7,Base November 1989=100,Base = 100,85
CPM02,Consumer Price Index,198502,1985 February,8,Base November 1996=100,Base = 100,72
CPM02,Consumer Price Index,198502,1985 February,9,Base December 2001=100,Base = 100,60.9
CPM02,Consumer Price Index,198502,1985 February,10,Base December 2006=100,Base = 100,51.6
CPM02,Consumer Price Index,198502,1985 February,11,Base December 2011=100,Base = 100,49.4
CPM02,Consumer Price Index,198502,1985 February,12,Base December 2016=100,Base = 100,48.8
CPM02,Consumer Price Index,198502,1985 February,13,Base December 2023=100,Base = 100,40.3
CPM02,Consumer Price Index,198503,1985 March,1,Base July 1914=100,Base = 100,4674.1
CPM02,Consumer Price Index,198503,1985 March,2,Base August 1947=100,Base = 100,1465.2
CPM02,Consumer Price Index,198503,1985 March,3,Base August 1953=100,Base = 100,1172.3
CPM02,Consumer Price Index,198503,1985 March,4,Base November 1968=100,Base = 100,720.5
CPM02,Consumer Price Index,198503,1985 March,5,Base November 1975=100,Base = 100,328.2
CPM02,Consumer Price Index,198503,1985 March,6,Base November 1982=100,Base = 100,119.9
CPM02,Consumer Price Index,198503,1985 March,7,Base November 1989=100,Base = 100,85
CPM02,Consumer Price Index,198503,1985 March,8,Base November 1996=100,Base = 100,72
CPM02,Consumer Price Index,198503,1985 March,9,Base December 2001=100,Base = 100,60.9
CPM02,Consumer Price Index,198503,1985 March,10,Base December 2006=100,Base = 100,51.6
CPM02,Consumer Price Index,198503,1985 March,11,Base December 2011=100,Base = 100,49.4
CPM02,Consumer Price Index,198503,1985 March,12,Base December 2016=100,Base = 100,48.8
CPM02,Consumer Price Index,198503,1985 March,13,Base December 2023=100,Base = 100,40.3
CPM02,Consumer Price Index,198504,1985 April,1,Base July 1914=100,Base = 100,4743.7
CPM02,Consumer Price Index,198504,1985 April,2,Base August 1947=100,Base = 100,1487
CPM02,Consumer Price Index,198504,1985 April,3,Base August 1953=100,Base = 100,1189.8
CPM02,Consumer Price Index,198504,1985 April,4,Base November 1968=100,Base = 100,731.2
CPM02,Consumer Price Index,198504,1985 April,5,Base November 1975=100,Base = 100,332.8
CPM02,Consumer Price Index,198504,1985 April,6,Base November 1982=100,Base = 100,121.5
CPM02,Consumer Price Index,198504,1985 April,7,Base November 1989=100,Base = 100,86.2
CPM02,Consumer Price Index,198504,1985 April,8,Base November 1996=100,Base = 100,73
CPM02,Consumer Price Index,198504,1985 April,9,Base December 2001=100,Base = 100,61.8
CPM02,Consumer Price Index,198504,1985 April,10,Base December 2006=100,Base = 100,52.3
CPM02,Consumer Price Index,198504,1985 April,11,Base December 2011=100,Base = 100,50.1
CPM02,Consumer Price Index,198504,1985 April,12,Base December 2016=100,Base = 100,49.5
CPM02,Consumer Price Index,198504,1985 April,13,Base December 2023=100,Base = 100,40.9
CPM02,Consumer Price Index,198505,1985 May,1,Base July 1914=100,Base = 100,4743.7
CPM02,Consumer Price Index,198505,1985 May,2,Base August 1947=100,Base = 100,1487
CPM02,Consumer Price Index,198505,1985 May,3,Base August 1953=100,Base = 100,1189.8
CPM02,Consumer Price Index,198505,1985 May,4,Base November 1968=100,Base = 100,731.2
CPM02,Consumer Price Index,198505,1985 May,5,Base November 1975=100,Base = 100,332.8
CPM02,Consumer Price Index,198505,1985 May,6,Base November 1982=100,Base = 100,121.5
CPM02,Consumer Price Index,198505,1985 May,7,Base November 1989=100,Base = 100,86.2
CPM02,Consumer Price Index,198505,1985 May,8,Base November 1996=100,Base = 100,73
CPM02,Consumer Price Index,198505,1985 May,9,Base December 2001=100,Base = 100,61.8
CPM02,Consumer Price Index,198505,1985 May,10,Base December 2006=100,Base = 100,52.3
CPM02,Consumer Price Index,198505,1985 May,11,Base December 2011=100,Base = 100,50.1
CPM02,Consumer Price Index,198505,1985 May,12,Base December 2016=100,Base = 100,49.5
CPM02,Consumer Price Index,198505,1985 May,13,Base December 2023=100,Base = 100,40.9
CPM02,Consumer Price Index,198506,1985 June,1,Base July 1914=100,Base = 100,4743.7
CPM02,Consumer Price Index,198506,1985 June,2,Base August 1947=100,Base = 100,1487
CPM02,Consumer Price Index,198506,1985 June,3,Base August 1953=100,Base = 100,1189.8
CPM02,Consumer Price Index,198506,1985 June,4,Base November 1968=100,Base = 100,731.2
CPM02,Consumer Price Index,198506,1985 June,5,Base November 1975=100,Base = 100,332.8
CPM02,Consumer Price Index,198506,1985 June,6,Base November 1982=100,Base = 100,121.5
CPM02,Consumer Price Index,198506,1985 June,7,Base November 1989=100,Base = 100,86.2
CPM02,Consumer Price Index,198506,1985 June,8,Base November 1996=100,Base = 100,73
CPM02,Consumer Price Index,198506,1985 June,9,Base December 2001=100,Base = 100,61.8
CPM02,Consumer Price Index,198506,1985 June,10,Base December 2006=100,Base = 100,52.3
CPM02,Consumer Price Index,198506,1985 June,11,Base December 2011=100,Base = 100,50.1
CPM02,Consumer Price Index,198506,1985 June,12,Base December 2016=100,Base = 100,49.5
CPM02,Consumer Price Index,198506,1985 June,13,Base December 2023=100,Base = 100,40.9
CPM02,Consumer Price Index,198507,1985 July,1,Base July 1914=100,Base = 100,4813.3
CPM02,Consumer Price Index,198507,1985 July,2,Base August 1947=100,Base = 100,1508.8
CPM02,Consumer Price Index,198507,1985 July,3,Base August 1953=100,Base = 100,1207.2
CPM02,Consumer Price Index,198507,1985 July,4,Base November 1968=100,Base = 100,741.9
CPM02,Consumer Price Index,198507,1985 July,5,Base November 1975=100,Base = 100,337.6
CPM02,Consumer Price Index,198507,1985 July,6,Base November 1982=100,Base = 100,123.3
CPM02,Consumer Price Index,198507,1985 July,7,Base November 1989=100,Base = 100,87.4
CPM02,Consumer Price Index,198507,1985 July,8,Base November 1996=100,Base = 100,74
CPM02,Consumer Price Index,198507,1985 July,9,Base December 2001=100,Base = 100,62.6
CPM02,Consumer Price Index,198507,1985 July,10,Base December 2006=100,Base = 100,53.1
CPM02,Consumer Price Index,198507,1985 July,11,Base December 2011=100,Base = 100,50.8
CPM02,Consumer Price Index,198507,1985 July,12,Base December 2016=100,Base = 100,50.2
CPM02,Consumer Price Index,198507,1985 July,13,Base December 2023=100,Base = 100,41.5
CPM02,Consumer Price Index,198508,1985 August,1,Base July 1914=100,Base = 100,4813.3
CPM02,Consumer Price Index,198508,1985 August,2,Base August 1947=100,Base = 100,1508.8
CPM02,Consumer Price Index,198508,1985 August,3,Base August 1953=100,Base = 100,1207.2
CPM02,Consumer Price Index,198508,1985 August,4,Base November 1968=100,Base = 100,741.9
CPM02,Consumer Price Index,198508,1985 August,5,Base November 1975=100,Base = 100,337.6
CPM02,Consumer Price Index,198508,1985 August,6,Base November 1982=100,Base = 100,123.3
CPM02,Consumer Price Index,198508,1985 August,7,Base November 1989=100,Base = 100,87.4
CPM02,Consumer Price Index,198508,1985 August,8,Base November 1996=100,Base = 100,74
CPM02,Consumer Price Index,198508,1985 August,9,Base December 2001=100,Base = 100,62.6
CPM02,Consumer Price Index,198508,1985 August,10,Base December 2006=100,Base = 100,53.1
CPM02,Consumer Price Index,198508,1985 August,11,Base December 2011=100,Base = 100,50.8
CPM02,Consumer Price Index,198508,1985 August,12,Base December 2016=100,Base = 100,50.2
CPM02,Consumer Price Index,198508,1985 August,13,Base December 2023=100,Base = 100,41.5
CPM02,Consumer Price Index,198509,1985 September,1,Base July 1914=100,Base = 100,4813.3
CPM02,Consumer Price Index,198509,1985 September,2,Base August 1947=100,Base = 100,1508.8
CPM02,Consumer Price Index,198509,1985 September,3,Base August 1953=100,Base = 100,1207.2
CPM02,Consumer Price Index,198509,1985 September,4,Base November 1968=100,Base = 100,741.9
CPM02,Consumer Price Index,198509,1985 September,5,Base November 1975=100,Base = 100,337.6
CPM02,Consumer Price Index,198509,1985 September,6,Base November 1982=100,Base = 100,123.3
CPM02,Consumer Price Index,198509,1985 September,7,Base November 1989=100,Base = 100,87.4
CPM02,Consumer Price Index,198509,1985 September,8,Base November 1996=100,Base = 100,74
CPM02,Consumer Price Index,198509,1985 September,9,Base December 2001=100,Base = 100,62.6
CPM02,Consumer Price Index,198509,1985 September,10,Base December 2006=100,Base = 100,53.1
CPM02,Consumer Price Index,198509,1985 September,11,Base December 2011=100,Base = 100,50.8
CPM02,Consumer Price Index,198509,1985 September,12,Base December 2016=100,Base = 100,50.2
CPM02,Consumer Price Index,198509,1985 September,13,Base December 2023=100,Base = 100,41.5
CPM02,Consumer Price Index,198510,1985 October,1,Base July 1914=100,Base = 100,4824.9
CPM02,Consumer Price Index,198510,1985 October,2,Base August 1947=100,Base = 100,1512.5
CPM02,Consumer Price Index,198510,1985 October,3,Base August 1953=100,Base = 100,1210.1
CPM02,Consumer Price Index,198510,1985 October,4,Base November 1968=100,Base = 100,743.7
CPM02,Consumer Price Index,198510,1985 October,5,Base November 1975=100,Base = 100,338.2
CPM02,Consumer Price Index,198510,1985 October,6,Base November 1982=100,Base = 100,123.5
CPM02,Consumer Price Index,198510,1985 October,7,Base November 1989=100,Base = 100,87.6
CPM02,Consumer Price Index,198510,1985 October,8,Base November 1996=100,Base = 100,74.2
CPM02,Consumer Price Index,198510,1985 October,9,Base December 2001=100,Base = 100,62.8
CPM02,Consumer Price Index,198510,1985 October,10,Base December 2006=100,Base = 100,53.2
CPM02,Consumer Price Index,198510,1985 October,11,Base December 2011=100,Base = 100,50.9
CPM02,Consumer Price Index,198510,1985 October,12,Base December 2016=100,Base = 100,50.3
CPM02,Consumer Price Index,198510,1985 October,13,Base December 2023=100,Base = 100,41.6
CPM02,Consumer Price Index,198511,1985 November,1,Base July 1914=100,Base = 100,4824.9
CPM02,Consumer Price Index,198511,1985 November,2,Base August 1947=100,Base = 100,1512.5
CPM02,Consumer Price Index,198511,1985 November,3,Base August 1953=100,Base = 100,1210.1
CPM02,Consumer Price Index,198511,1985 November,4,Base November 1968=100,Base = 100,743.7
CPM02,Consumer Price Index,198511,1985 November,5,Base November 1975=100,Base = 100,338.2
CPM02,Consumer Price Index,198511,1985 November,6,Base November 1982=100,Base = 100,123.5
CPM02,Consumer Price Index,198511,1985 November,7,Base November 1989=100,Base = 100,87.6
CPM02,Consumer Price Index,198511,1985 November,8,Base November 1996=100,Base = 100,74.2
CPM02,Consumer Price Index,198511,1985 November,9,Base December 2001=100,Base = 100,62.8
CPM02,Consumer Price Index,198511,1985 November,10,Base December 2006=100,Base = 100,53.2
CPM02,Consumer Price Index,198511,1985 November,11,Base December 2011=100,Base = 100,50.9
CPM02,Consumer Price Index,198511,1985 November,12,Base December 2016=100,Base = 100,50.3
CPM02,Consumer Price Index,198511,1985 November,13,Base December 2023=100,Base = 100,41.6
CPM02,Consumer Price Index,198512,1985 December,1,Base July 1914=100,Base = 100,4824.9
CPM02,Consumer Price Index,198512,1985 December,2,Base August 1947=100,Base = 100,1512.5
CPM02,Consumer Price Index,198512,1985 December,3,Base August 1953=100,Base = 100,1210.1
CPM02,Consumer Price Index,198512,1985 December,4,Base November 1968=100,Base = 100,743.7
CPM02,Consumer Price Index,198512,1985 December,5,Base November 1975=100,Base = 100,338.2
CPM02,Consumer Price Index,198512,1985 December,6,Base November 1982=100,Base = 100,123.5
CPM02,Consumer Price Index,198512,1985 December,7,Base November 1989=100,Base = 100,87.6
CPM02,Consumer Price Index,198512,1985 December,8,Base November 1996=100,Base = 100,74.2
CPM02,Consumer Price Index,198512,1985 December,9,Base December 2001=100,Base = 100,62.8
CPM02,Consumer Price Index,198512,1985 December,10,Base December 2006=100,Base = 100,53.2
CPM02,Consumer Price Index,198512,1985 December,11,Base December 2011=100,Base = 100,50.9
CPM02,Consumer Price Index,198512,1985 December,12,Base December 2016=100,Base = 100,50.3
CPM02,Consumer Price Index,198512,1985 December,13,Base December 2023=100,Base = 100,41.6
CPM02,Consumer Price Index,198601,1986 January,1,Base July 1914=100,Base = 100,4894.5
CPM02,Consumer Price Index,198601,1986 January,2,Base August 1947=100,Base = 100,1534.3
CPM02,Consumer Price Index,198601,1986 January,3,Base August 1953=100,Base = 100,1227.6
CPM02,Consumer Price Index,198601,1986 January,4,Base November 1968=100,Base = 100,754.5
CPM02,Consumer Price Index,198601,1986 January,5,Base November 1975=100,Base = 100,343.4
CPM02,Consumer Price Index,198601,1986 January,6,Base November 1982=100,Base = 100,125.4
CPM02,Consumer Price Index,198601,1986 January,7,Base November 1989=100,Base = 100,88.9
CPM02,Consumer Price Index,198601,1986 January,8,Base November 1996=100,Base = 100,75.3
CPM02,Consumer Price Index,198601,1986 January,9,Base December 2001=100,Base = 100,63.7
CPM02,Consumer Price Index,198601,1986 January,10,Base December 2006=100,Base = 100,54
CPM02,Consumer Price Index,198601,1986 January,11,Base December 2011=100,Base = 100,51.7
CPM02,Consumer Price Index,198601,1986 January,12,Base December 2016=100,Base = 100,51.1
CPM02,Consumer Price Index,198601,1986 January,13,Base December 2023=100,Base = 100,42.2
CPM02,Consumer Price Index,198602,1986 February,1,Base July 1914=100,Base = 100,4894.5
CPM02,Consumer Price Index,198602,1986 February,2,Base August 1947=100,Base = 100,1534.3
CPM02,Consumer Price Index,198602,1986 February,3,Base August 1953=100,Base = 100,1227.6
CPM02,Consumer Price Index,198602,1986 February,4,Base November 1968=100,Base = 100,754.5
CPM02,Consumer Price Index,198602,1986 February,5,Base November 1975=100,Base = 100,343.4
CPM02,Consumer Price Index,198602,1986 February,6,Base November 1982=100,Base = 100,125.4
CPM02,Consumer Price Index,198602,1986 February,7,Base November 1989=100,Base = 100,88.9
CPM02,Consumer Price Index,198602,1986 February,8,Base November 1996=100,Base = 100,75.3
CPM02,Consumer Price Index,198602,1986 February,9,Base December 2001=100,Base = 100,63.7
CPM02,Consumer Price Index,198602,1986 February,10,Base December 2006=100,Base = 100,54
CPM02,Consumer Price Index,198602,1986 February,11,Base December 2011=100,Base = 100,51.7
CPM02,Consumer Price Index,198602,1986 February,12,Base December 2016=100,Base = 100,51.1
CPM02,Consumer Price Index,198602,1986 February,13,Base December 2023=100,Base = 100,42.2
CPM02,Consumer Price Index,198603,1986 March,1,Base July 1914=100,Base = 100,4894.5
CPM02,Consumer Price Index,198603,1986 March,2,Base August 1947=100,Base = 100,1534.3
CPM02,Consumer Price Index,198603,1986 March,3,Base August 1953=100,Base = 100,1227.6
CPM02,Consumer Price Index,198603,1986 March,4,Base November 1968=100,Base = 100,754.5
CPM02,Consumer Price Index,198603,1986 March,5,Base November 1975=100,Base = 100,343.4
CPM02,Consumer Price Index,198603,1986 March,6,Base November 1982=100,Base = 100,125.4
CPM02,Consumer Price Index,198603,1986 March,7,Base November 1989=100,Base = 100,88.9
CPM02,Consumer Price Index,198603,1986 March,8,Base November 1996=100,Base = 100,75.3
CPM02,Consumer Price Index,198603,1986 March,9,Base December 2001=100,Base = 100,63.7
CPM02,Consumer Price Index,198603,1986 March,10,Base December 2006=100,Base = 100,54
CPM02,Consumer Price Index,198603,1986 March,11,Base December 2011=100,Base = 100,51.7
CPM02,Consumer Price Index,198603,1986 March,12,Base December 2016=100,Base = 100,51.1
CPM02,Consumer Price Index,198603,1986 March,13,Base December 2023=100,Base = 100,42.2
CPM02,Consumer Price Index,198604,1986 April,1,Base July 1914=100,Base = 100,4952.5
CPM02,Consumer Price Index,198604,1986 April,2,Base August 1947=100,Base = 100,1552.5
CPM02,Consumer Price Index,198604,1986 April,3,Base August 1953=100,Base = 100,1242.1
CPM02,Consumer Price Index,198604,1986 April,4,Base November 1968=100,Base = 100,763.4
CPM02,Consumer Price Index,198604,1986 April,5,Base November 1975=100,Base = 100,347.5
CPM02,Consumer Price Index,198604,1986 April,6,Base November 1982=100,Base = 100,126.9
CPM02,Consumer Price Index,198604,1986 April,7,Base November 1989=100,Base = 100,90
CPM02,Consumer Price Index,198604,1986 April,8,Base November 1996=100,Base = 100,76.2
CPM02,Consumer Price Index,198604,1986 April,9,Base December 2001=100,Base = 100,64.5
CPM02,Consumer Price Index,198604,1986 April,10,Base December 2006=100,Base = 100,54.6
CPM02,Consumer Price Index,198604,1986 April,11,Base December 2011=100,Base = 100,52.3
CPM02,Consumer Price Index,198604,1986 April,12,Base December 2016=100,Base = 100,51.7
CPM02,Consumer Price Index,198604,1986 April,13,Base December 2023=100,Base = 100,42.7
CPM02,Consumer Price Index,198605,1986 May,1,Base July 1914=100,Base = 100,4952.5
CPM02,Consumer Price Index,198605,1986 May,2,Base August 1947=100,Base = 100,1552.5
CPM02,Consumer Price Index,198605,1986 May,3,Base August 1953=100,Base = 100,1242.1
CPM02,Consumer Price Index,198605,1986 May,4,Base November 1968=100,Base = 100,763.4
CPM02,Consumer Price Index,198605,1986 May,5,Base November 1975=100,Base = 100,347.5
CPM02,Consumer Price Index,198605,1986 May,6,Base November 1982=100,Base = 100,126.9
CPM02,Consumer Price Index,198605,1986 May,7,Base November 1989=100,Base = 100,90
CPM02,Consumer Price Index,198605,1986 May,8,Base November 1996=100,Base = 100,76.2
CPM02,Consumer Price Index,198605,1986 May,9,Base December 2001=100,Base = 100,64.5
CPM02,Consumer Price Index,198605,1986 May,10,Base December 2006=100,Base = 100,54.6
CPM02,Consumer Price Index,198605,1986 May,11,Base December 2011=100,Base = 100,52.3
CPM02,Consumer Price Index,198605,1986 May,12,Base December 2016=100,Base = 100,51.7
CPM02,Consumer Price Index,198605,1986 May,13,Base December 2023=100,Base = 100,42.7
CPM02,Consumer Price Index,198606,1986 June,1,Base July 1914=100,Base = 100,4952.5
CPM02,Consumer Price Index,198606,1986 June,2,Base August 1947=100,Base = 100,1552.5
CPM02,Consumer Price Index,198606,1986 June,3,Base August 1953=100,Base = 100,1242.1
CPM02,Consumer Price Index,198606,1986 June,4,Base November 1968=100,Base = 100,763.4
CPM02,Consumer Price Index,198606,1986 June,5,Base November 1975=100,Base = 100,347.5
CPM02,Consumer Price Index,198606,1986 June,6,Base November 1982=100,Base = 100,126.9
CPM02,Consumer Price Index,198606,1986 June,7,Base November 1989=100,Base = 100,90
CPM02,Consumer Price Index,198606,1986 June,8,Base November 1996=100,Base = 100,76.2
CPM02,Consumer Price Index,198606,1986 June,9,Base December 2001=100,Base = 100,64.5
CPM02,Consumer Price Index,198606,1986 June,10,Base December 2006=100,Base = 100,54.6
CPM02,Consumer Price Index,198606,1986 June,11,Base December 2011=100,Base = 100,52.3
CPM02,Consumer Price Index,198606,1986 June,12,Base December 2016=100,Base = 100,51.7
CPM02,Consumer Price Index,198606,1986 June,13,Base December 2023=100,Base = 100,42.7
CPM02,Consumer Price Index,198607,1986 July,1,Base July 1914=100,Base = 100,4952.5
CPM02,Consumer Price Index,198607,1986 July,2,Base August 1947=100,Base = 100,1552.5
CPM02,Consumer Price Index,198607,1986 July,3,Base August 1953=100,Base = 100,1242.1
CPM02,Consumer Price Index,198607,1986 July,4,Base November 1968=100,Base = 100,763.4
CPM02,Consumer Price Index,198607,1986 July,5,Base November 1975=100,Base = 100,347.8
CPM02,Consumer Price Index,198607,1986 July,6,Base November 1982=100,Base = 100,127.1
CPM02,Consumer Price Index,198607,1986 July,7,Base November 1989=100,Base = 100,90.1
CPM02,Consumer Price Index,198607,1986 July,8,Base November 1996=100,Base = 100,76.3
CPM02,Consumer Price Index,198607,1986 July,9,Base December 2001=100,Base = 100,64.6
CPM02,Consumer Price Index,198607,1986 July,10,Base December 2006=100,Base = 100,54.7
CPM02,Consumer Price Index,198607,1986 July,11,Base December 2011=100,Base = 100,52.4
CPM02,Consumer Price Index,198607,1986 July,12,Base December 2016=100,Base = 100,51.8
CPM02,Consumer Price Index,198607,1986 July,13,Base December 2023=100,Base = 100,42.7
CPM02,Consumer Price Index,198608,1986 August,1,Base July 1914=100,Base = 100,4952.5
CPM02,Consumer Price Index,198608,1986 August,2,Base August 1947=100,Base = 100,1552.5
CPM02,Consumer Price Index,198608,1986 August,3,Base August 1953=100,Base = 100,1242.1
CPM02,Consumer Price Index,198608,1986 August,4,Base November 1968=100,Base = 100,763.4
CPM02,Consumer Price Index,198608,1986 August,5,Base November 1975=100,Base = 100,347.8
CPM02,Consumer Price Index,198608,1986 August,6,Base November 1982=100,Base = 100,127.1
CPM02,Consumer Price Index,198608,1986 August,7,Base November 1989=100,Base = 100,90.1
CPM02,Consumer Price Index,198608,1986 August,8,Base November 1996=100,Base = 100,76.3
CPM02,Consumer Price Index,198608,1986 August,9,Base December 2001=100,Base = 100,64.6
CPM02,Consumer Price Index,198608,1986 August,10,Base December 2006=100,Base = 100,54.7
CPM02,Consumer Price Index,198608,1986 August,11,Base December 2011=100,Base = 100,52.4
CPM02,Consumer Price Index,198608,1986 August,12,Base December 2016=100,Base = 100,51.8
CPM02,Consumer Price Index,198608,1986 August,13,Base December 2023=100,Base = 100,42.7
CPM02,Consumer Price Index,198609,1986 September,1,Base July 1914=100,Base = 100,4952.5
CPM02,Consumer Price Index,198609,1986 September,2,Base August 1947=100,Base = 100,1552.5
CPM02,Consumer Price Index,198609,1986 September,3,Base August 1953=100,Base = 100,1242.1
CPM02,Consumer Price Index,198609,1986 September,4,Base November 1968=100,Base = 100,763.4
CPM02,Consumer Price Index,198609,1986 September,5,Base November 1975=100,Base = 100,347.8
CPM02,Consumer Price Index,198609,1986 September,6,Base November 1982=100,Base = 100,127.1
CPM02,Consumer Price Index,198609,1986 September,7,Base November 1989=100,Base = 100,90.1
CPM02,Consumer Price Index,198609,1986 September,8,Base November 1996=100,Base = 100,76.3
CPM02,Consumer Price Index,198609,1986 September,9,Base December 2001=100,Base = 100,64.6
CPM02,Consumer Price Index,198609,1986 September,10,Base December 2006=100,Base = 100,54.7
CPM02,Consumer Price Index,198609,1986 September,11,Base December 2011=100,Base = 100,52.4
CPM02,Consumer Price Index,198609,1986 September,12,Base December 2016=100,Base = 100,51.8
CPM02,Consumer Price Index,198609,1986 September,13,Base December 2023=100,Base = 100,42.7
CPM02,Consumer Price Index,198610,1986 October,1,Base July 1914=100,Base = 100,4964.1
CPM02,Consumer Price Index,198610,1986 October,2,Base August 1947=100,Base = 100,1556.1
CPM02,Consumer Price Index,198610,1986 October,3,Base August 1953=100,Base = 100,1245
CPM02,Consumer Price Index,198610,1986 October,4,Base November 1968=100,Base = 100,765.2
CPM02,Consumer Price Index,198610,1986 October,5,Base November 1975=100,Base = 100,348.7
CPM02,Consumer Price Index,198610,1986 October,6,Base November 1982=100,Base = 100,127.4
CPM02,Consumer Price Index,198610,1986 October,7,Base November 1989=100,Base = 100,90.3
CPM02,Consumer Price Index,198610,1986 October,8,Base November 1996=100,Base = 100,76.5
CPM02,Consumer Price Index,198610,1986 October,9,Base December 2001=100,Base = 100,64.7
CPM02,Consumer Price Index,198610,1986 October,10,Base December 2006=100,Base = 100,54.8
CPM02,Consumer Price Index,198610,1986 October,11,Base December 2011=100,Base = 100,52.5
CPM02,Consumer Price Index,198610,1986 October,12,Base December 2016=100,Base = 100,51.9
CPM02,Consumer Price Index,198610,1986 October,13,Base December 2023=100,Base = 100,42.8
CPM02,Consumer Price Index,198611,1986 November,1,Base July 1914=100,Base = 100,4964.1
CPM02,Consumer Price Index,198611,1986 November,2,Base August 1947=100,Base = 100,1556.1
CPM02,Consumer Price Index,198611,1986 November,3,Base August 1953=100,Base = 100,1245
CPM02,Consumer Price Index,198611,1986 November,4,Base November 1968=100,Base = 100,765.2
CPM02,Consumer Price Index,198611,1986 November,5,Base November 1975=100,Base = 100,348.7
CPM02,Consumer Price Index,198611,1986 November,6,Base November 1982=100,Base = 100,127.4
CPM02,Consumer Price Index,198611,1986 November,7,Base November 1989=100,Base = 100,90.3
CPM02,Consumer Price Index,198611,1986 November,8,Base November 1996=100,Base = 100,76.5
CPM02,Consumer Price Index,198611,1986 November,9,Base December 2001=100,Base = 100,64.7
CPM02,Consumer Price Index,198611,1986 November,10,Base December 2006=100,Base = 100,54.8
CPM02,Consumer Price Index,198611,1986 November,11,Base December 2011=100,Base = 100,52.5
CPM02,Consumer Price Index,198611,1986 November,12,Base December 2016=100,Base = 100,51.9
CPM02,Consumer Price Index,198611,1986 November,13,Base December 2023=100,Base = 100,42.8
CPM02,Consumer Price Index,198612,1986 December,1,Base July 1914=100,Base = 100,4964.1
CPM02,Consumer Price Index,198612,1986 December,2,Base August 1947=100,Base = 100,1556.1
CPM02,Consumer Price Index,198612,1986 December,3,Base August 1953=100,Base = 100,1245
CPM02,Consumer Price Index,198612,1986 December,4,Base November 1968=100,Base = 100,765.2
CPM02,Consumer Price Index,198612,1986 December,5,Base November 1975=100,Base = 100,348.7
CPM02,Consumer Price Index,198612,1986 December,6,Base November 1982=100,Base = 100,127.4
CPM02,Consumer Price Index,198612,1986 December,7,Base November 1989=100,Base = 100,90.3
CPM02,Consumer Price Index,198612,1986 December,8,Base November 1996=100,Base = 100,76.5
CPM02,Consumer Price Index,198612,1986 December,9,Base December 2001=100,Base = 100,64.7
CPM02,Consumer Price Index,198612,1986 December,10,Base December 2006=100,Base = 100,54.8
CPM02,Consumer Price Index,198612,1986 December,11,Base December 2011=100,Base = 100,52.5
CPM02,Consumer Price Index,198612,1986 December,12,Base December 2016=100,Base = 100,51.9
CPM02,Consumer Price Index,198612,1986 December,13,Base December 2023=100,Base = 100,42.8
CPM02,Consumer Price Index,198701,1987 January,1,Base July 1914=100,Base = 100,5056.9
